Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Intensity	MS/MS count	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
G2XKQ0;P63165	G2XKQ0;P63165	1;1	1;1	1;1	Small ubiquitin-related modifier;Small ubiquitin-related modifier 1	SUMO1	sp|G2XKQ0|SUMO5_HUMAN Small ubiquitin-related modifier 5 OS=Homo sapiens OX=9606 GN=SUMO1P1 PE=1 SV=2;sp|P63165|SUMO1_HUMAN Small ubiquitin-related modifier 1 OS=Homo sapiens OX=9606 GN=SUMO1 PE=1 SV=1	2	1	1	1	11.9	11.9	11.9	11.526	101	101;101	0.00095057	6.8367	755850	1	19	5170	True	5278	5596	6001	6001		
O00116	O00116	2	2	2	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS	sp|O00116|ADAS_HUMAN Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	1	2	2	2	4.9	4.9	4.9	72.911	658	658	0.0	13.415	1523200	2	20	1872;3812	True;True	1911;3898	2017;4136	2151;4415	2151;4415		
O00151	O00151	7	7	7	PDZ and LIM domain protein 1	PDLIM1	sp|O00151|PDLI1_HUMAN PDZ and LIM domain protein 1 OS=Homo sapiens OX=9606 GN=PDLIM1 PE=1 SV=4	1	7	7	7	27.1	27.1	27.1	36.071	329	329	0.0	45.565	7083000	7	21	687;1798;1931;4191;4192;5414;5481	True;True;True;True;True;True;True	697;1836;1971;4283;4284;5527;5595	736;1936;2081;4542;4543;5855;5928	787;2068;2223;4845;4846;6283;6368	787;2068;2223;4845;4846;6283;6368		
O00154	O00154	1	1	1	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7	sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	1	1	1	1	2.9	2.9	2.9	41.796	380	380	0.0016807	6.0864	661820	1	22	476	True	483	512	546	546		
O00159	O00159	8	8	8	Unconventional myosin-Ic	MYO1C	sp|O00159|MYO1C_HUMAN Unconventional myosin-Ic OS=Homo sapiens OX=9606 GN=MYO1C PE=1 SV=4	1	8	8	8	10.9	10.9	10.9	121.68	1063	1063	0.0	49.898	7316800	8	23	604;1959;2206;3261;3771;3889;4029;4878	True;True;True;True;True;True;True;True	612;1999;2247;3319;3855;3977;4121;4981	646;2113;2376;3528;4090;4219;4370;5286	692;2260;2533;3776;4368;4506;4666;5664	692;2260;2533;3776;4368;4506;4666;5664		
O00203	O00203	1	1	1	AP-3 complex subunit beta-1	AP3B1	sp|O00203|AP3B1_HUMAN AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	1	1	1	1	1.2	1.2	1.2	121.32	1094	1094	0.0	7.2091	988350	1	24	451	True	457	485	518	518		
O00231	O00231	9	9	9	26S proteasome non-ATPase regulatory subunit 11	PSMD11	sp|O00231|PSD11_HUMAN 26S proteasome non-ATPase regulatory subunit 11 OS=Homo sapiens OX=9606 GN=PSMD11 PE=1 SV=3	1	9	9	9	26.3	26.3	26.3	47.463	422	422	0.0	54.718	8050000	8	25	307;1028;1357;1577;3584;3609;4426;5360;5729	True;True;True;True;True;True;True;True;True	310;1046;1382;1609;3645;3670;4524;5473;5849	327;1110;1464;1702;3867;3892;4794;5799;6195	347;1190;1564;1820;4136;4161;5114;6224;6647	347;1190;1564;1820;4136;4161;5114;6224;6647		
O00232	O00232	3	3	3	26S proteasome non-ATPase regulatory subunit 12	PSMD12	sp|O00232|PSD12_HUMAN 26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	1	3	3	3	7.5	7.5	7.5	52.904	456	456	0.0	21.014	2173000	3	26	854;3380;5069	True;True;True	870;3440;5174	924;3653;5489	991;3904;5882	991;3904;5882		
O00244	O00244	1	1	1	Copper transport protein ATOX1	ATOX1	sp|O00244|ATOX1_HUMAN Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1	1	1	1	1	25.0	25.0	25.0	7.4016	68	68	0.0	7.1546	846810	1	27	5009	True	5114	5425	5815	5815		
O00264;O15173	O00264	3;1	3;1	3;1	Membrane-associated progesterone receptor component 1	PGRMC1	sp|O00264|PGRC1_HUMAN Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	2	3	3	3	15.9	15.9	15.9	21.671	195	195;223	0.0	17.597	1696400	3	28	705;1746;1998	True;True;True	716;1784;2038	757;1882;2156	810;2013;2305	810;2013;2305		
O00299	O00299	10	10	10	Chloride intracellular channel protein 1	CLIC1	sp|O00299|CLIC1_HUMAN Chloride intracellular channel protein 1 OS=Homo sapiens OX=9606 GN=CLIC1 PE=1 SV=4	1	10	10	10	66.8	66.8	66.8	26.922	241	241	0.0	73.115	23922000	13	29	1081;1600;1902;2209;2460;2899;2958;3116;3914;5214	True;True;True;True;True;True;True;True;True;True	1100;1632;1942;2250;2504;2949;3013;3173;4004;5323	1166;1167;1725;2051;2379;2658;2659;3143;3210;3378;4247;5643	1246;1247;1844;2190;2191;2536;2848;2849;3370;3439;3615;4535;6056	1246;1844;2191;2536;2848;3370;3439;3615;4535;6056		
O00303	O00303	4	4	4	Eukaryotic translation initiation factor 3 subunit F	EIF3F	sp|O00303|EIF3F_HUMAN Eukaryotic translation initiation factor 3 subunit F OS=Homo sapiens OX=9606 GN=EIF3F PE=1 SV=1	1	4	4	4	17.1	17.1	17.1	37.563	357	357	0.0	28.707	4897500	4	30	1023;3120;5169;5172	True;True;True;True	1041;3177;5277;5280	1105;3382;5595;5598	1185;3619;6000;6004	1185;3619;6000;6004		
O00410	O00410	14	14	14	Importin-5	IPO5	sp|O00410|IPO5_HUMAN Importin-5 OS=Homo sapiens OX=9606 GN=IPO5 PE=1 SV=4	1	14	14	14	20.7	20.7	20.7	123.63	1097	1097	0.0	89.907	13195000	14	31	210;462;1603;1726;2285;3557;3835;4227;4758;4964;5352;5372;5562;5563	True;True;True;True;True;True;True;True;True;True;True;True;True;True	212;468;1635;1763;2326;3618;3921;4319;4860;5069;5465;5485;5677;5678	223;496;1728;1860;2462;3836;4159;4579;5158;5378;5791;5811;6015;6016	235;529;1847;1991;2626;4103;4439;4884;5518;5763;6216;6236;6460;6461	235;529;1847;1991;2626;4103;4439;4884;5518;5763;6216;6236;6460;6461		
O00469	O00469	7	7	7	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	sp|O00469|PLOD2_HUMAN Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2	1	7	7	7	11.3	11.3	11.3	84.685	737	737	0.0	45.918	4760300	7	32	58;1119;1865;2763;3275;4204;5436	True;True;True;True;True;True;True	58;1139;1904;2812;3333;4296;5549	64;1206;2010;2985;3542;4556;5877	68;1287;2144;3197;3790;4860;6306	68;1287;2144;3197;3790;4860;6306		
O00487	O00487	2	2	2	26S proteasome non-ATPase regulatory subunit 14	PSMD14	sp|O00487|PSDE_HUMAN 26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	1	2	2	2	6.5	6.5	6.5	34.577	310	310	0.0	14.101	1130100	2	33	493;5446	True;True	500;5559	529;5887	563;6316	563;6316		
O00505	O00505	2	2	1	Importin subunit alpha-4	KPNA3	sp|O00505|IMA4_HUMAN Importin subunit alpha-4 OS=Homo sapiens OX=9606 GN=KPNA3 PE=1 SV=2	1	2	2	1	5.2	5.2	2.5	57.81	521	521	0.0	12.23	1021900	1	34	889;987	True;True	906;1005	962;1067	1032;1143	1032;1143		
O00533	O00533	1	1	1	Neural cell adhesion molecule L1-like protein;Processed neural cell adhesion molecule L1-like protein	CHL1	sp|O00533|NCHL1_HUMAN Neural cell adhesion molecule L1-like protein OS=Homo sapiens OX=9606 GN=CHL1 PE=1 SV=4	1	1	1	1	0.6	0.6	0.6	135.07	1208	1208	0.003858	5.6682	1229400	1	35	1336	True	1361	1443	1543	1543		
O00571;O15523;Q9NQI0	O00571;O15523	14;11;1	13;10;1	13;10;1	ATP-dependent RNA helicase DDX3X;ATP-dependent RNA helicase DDX3Y	DDX3X;DDX3Y	sp|O00571|DDX3X_HUMAN ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3;sp|O15523|DDX3Y_HUMAN ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2	3	14	13	13	27.0	25.4	25.4	73.243	662	662;660;724	0.0	87.974	16917000	13	36	799;885;1225;1753;2263;2369;3050;3665;4239;4368;4508;5368;5473;5702	True;True;True;True;True;True;True;False;True;True;True;True;True;True	813;902;1247;1791;2304;2412;3106;3742;4331;4464;4606;5481;5587;5817	859;958;1327;1890;2436;2562;3306;3966;4592;4729;4882;5807;5920;6160	917;1028;1423;2021;2598;2748;3538;4237;4898;5042;5209;6232;6359;6607	917;1028;1423;2021;2598;2748;3538;4237;4898;5042;5209;6232;6359;6607	3	352
O00764	O00764	3	3	3	Pyridoxal kinase	PDXK	sp|O00764|PDXK_HUMAN Pyridoxal kinase OS=Homo sapiens OX=9606 GN=PDXK PE=1 SV=1	1	3	3	3	11.9	11.9	11.9	35.102	312	312	0.0	21.475	1776000	3	37	2128;5273;5592	True;True;True	2169;5383;5707	2295;5703;6046	2451;6118;6491	2451;6118;6491		
O14684	O14684	1	1	1	Prostaglandin E synthase	PTGES	sp|O14684|PTGES_HUMAN Prostaglandin E synthase OS=Homo sapiens OX=9606 GN=PTGES PE=1 SV=2	1	1	1	1	6.6	6.6	6.6	17.102	152	152	0.0016327	5.9095	823640	1	38	136	True	138	146	153	153		
O14737	O14737	4	4	4	Programmed cell death protein 5	PDCD5	sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens OX=9606 GN=PDCD5 PE=1 SV=3	1	4	4	4	35.2	35.2	35.2	14.285	125	125	0.0	27.848	4069800	4	39	70;507;3909;5374	True;True;True;True	70;514;3998;5487	77;544;4240;5813	81;578;4527;6238	81;578;4527;6238		
O14744	O14744	3	3	3	Protein arginine N-methyltransferase 5;Protein arginine N-methyltransferase 5, N-terminally processed	PRMT5	sp|O14744|ANM5_HUMAN Protein arginine N-methyltransferase 5 OS=Homo sapiens OX=9606 GN=PRMT5 PE=1 SV=4	1	3	3	3	7.8	7.8	7.8	72.683	637	637	0.0	19.886	1986400	3	40	2411;5344;5482	True;True;True	2455;5457;5596	2607;5781;5929	2796;6206;6369	2796;6206;6369		
O14776	O14776	1	1	1	Transcription elongation regulator 1	TCERG1	sp|O14776|TCRG1_HUMAN Transcription elongation regulator 1 OS=Homo sapiens OX=9606 GN=TCERG1 PE=1 SV=2	1	1	1	1	1.0	1.0	1.0	123.9	1098	1098	0.0	9.4906	988780	1	41	3161	True	3218	3426	3666	3666		
O14818;Q8TAA3	O14818	8;3	8;3	8;3	Proteasome subunit alpha type-7	PSMA7	sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens OX=9606 GN=PSMA7 PE=1 SV=1	2	8	8	8	39.5	39.5	39.5	27.887	248	248;256	0.0	51.019	20788000	9	42	231;756;2611;3519;3620;3792;3973;5773	True;True;True;True;True;True;True;True	234;769;2657;3580;3681;3877;3878;4064;5893	246;812;2827;3796;3903;4114;4115;4310;6242	260;867;3032;4058;4172;4393;4394;4602;6697	260;867;3032;4058;4172;4393;4602;6697	4	211
O14828	O14828	2	2	2	Secretory carrier-associated membrane protein 3	SCAMP3	sp|O14828|SCAM3_HUMAN Secretory carrier-associated membrane protein 3 OS=Homo sapiens OX=9606 GN=SCAMP3 PE=1 SV=3	1	2	2	2	9.2	9.2	9.2	38.287	347	347	0.0	13.695	1212700	2	43	430;4639	True;True	436;4739	462;5023	492;5354	492;5354		
P19105;O14950;P24844	P19105;O14950	5;5;2	5;5;2	5;5;2	Myosin regulatory light chain 12A;Myosin regulatory light chain 12B	MYL12A;MYL12B	sp|P19105|ML12A_HUMAN Myosin regulatory light chain 12A OS=Homo sapiens OX=9606 GN=MYL12A PE=1 SV=2;sp|O14950|ML12B_HUMAN Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2	3	5	5	5	35.7	35.7	35.7	19.794	171	171;172;172	0.0	38.265	13165000	6	44	1277;1694;2067;3302;3707	True;True;True;True;True	1300;1301;1730;2107;3362;3791	1382;1383;1827;2231;3572;4021	1480;1481;1956;2385;3821;4296	1481;1956;2385;3821;4296	5	129
O14979	O14979	5	5	5	Heterogeneous nuclear ribonucleoprotein D-like	HNRNPDL	sp|O14979|HNRDL_HUMAN Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens OX=9606 GN=HNRNPDL PE=1 SV=3	1	5	5	5	16.7	16.7	16.7	46.437	420	420	0.0	32.525	7071700	6	45	825;1464;1868;3646;5136	True;True;True;True;True	840;1490;1907;3715;3716;5244	890;1574;2013;3938;3939;5560	953;1680;2147;4208;4209;5960	953;1680;2147;4208;5960	6	150
O14980	O14980	10	10	10	Exportin-1	XPO1	sp|O14980|XPO1_HUMAN Exportin-1 OS=Homo sapiens OX=9606 GN=XPO1 PE=1 SV=1	1	10	10	10	13.8	13.8	13.8	123.38	1071	1071	0.0	72.109	13182000	11	46	520;1110;1406;2796;2975;3268;3840;3937;5786;5800	True;True;True;True;True;True;True;True;True;True	527;1129;1431;2846;3030;3326;3926;4027;5906;5920	557;1196;1514;3028;3228;3535;4165;4272;6257;6273	593;1277;1616;1617;3249;3459;3783;4446;4562;6715;6733	593;1277;1616;3249;3459;3783;4446;4562;6715;6733		
O15042	O15042	1	1	1	U2 snRNP-associated SURP motif-containing protein	U2SURP	sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens OX=9606 GN=U2SURP PE=1 SV=2	1	1	1	1	0.8	0.8	0.8	118.29	1029	1029	0.0083778	5.6391	893370	1	47	1569	True	1601	1693	1811	1811		
O15067	O15067	9	9	9	Phosphoribosylformylglycinamidine synthase	PFAS	sp|O15067|PUR4_HUMAN Phosphoribosylformylglycinamidine synthase OS=Homo sapiens OX=9606 GN=PFAS PE=1 SV=4	1	9	9	9	9.8	9.8	9.8	144.73	1338	1338	0.0	59.456	8969600	9	48	157;348;1289;1381;1934;2219;3431;3890;4444	True;True;True;True;True;True;True;True;True	159;351;1313;1406;1974;2260;3491;3978;4542	167;374;1395;1488;2084;2390;3704;4220;4812	174;398;1493;1589;2226;2547;3957;4507;5133	174;398;1493;1589;2226;2547;3957;4507;5133		
O15079	O15079	1	1	1	Syntaphilin	SNPH	sp|O15079|SNPH_HUMAN Syntaphilin OS=Homo sapiens OX=9606 GN=SNPH PE=1 SV=2	1	1	1	1	3.2	3.2	3.2	53.536	494	494	0.0039185	5.7278	660200	1	49	1788	True	1826	1926	2058	2058		
O15118	O15118	2	2	2	Niemann-Pick C1 protein	NPC1	sp|O15118|NPC1_HUMAN NPC intracellular cholesterol transporter 1 OS=Homo sapiens OX=9606 GN=NPC1 PE=1 SV=2	1	2	2	2	3.0	3.0	3.0	142.17	1278	1278	0.0	11.71	2039500	2	50	1463;4415	True;True	1489;4513	1573;4781	1679;5099	1679;5099		
O15127	O15127	1	1	1	Secretory carrier-associated membrane protein 2	SCAMP2	sp|O15127|SCAM2_HUMAN Secretory carrier-associated membrane protein 2 OS=Homo sapiens OX=9606 GN=SCAMP2 PE=1 SV=2	1	1	1	1	3.6	3.6	3.6	36.648	329	329	0.0032051	5.8324	470220	1	51	1285	True	1309	1391	1489	1489		
O15143;Q92747	O15143	4;1	4;1	4;1	Actin-related protein 2/3 complex subunit 1B	ARPC1B	sp|O15143|ARC1B_HUMAN Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	2	4	4	4	17.2	17.2	17.2	40.949	372	372;370	0.0	25.008	3429500	4	52	457;3919;4584;4953	True;True;True;True	463;4009;4682;5058	491;4252;4964;5367	524;4541;5293;5750	524;4541;5293;5750		
O15144	O15144	4	4	4	Actin-related protein 2/3 complex subunit 2	ARPC2	sp|O15144|ARPC2_HUMAN Actin-related protein 2/3 complex subunit 2 OS=Homo sapiens OX=9606 GN=ARPC2 PE=1 SV=1	1	4	4	4	20.3	20.3	20.3	34.333	300	300	0.0	24.284	4504700	4	53	1546;3656;3726;5620	True;True;True;True	1578;3729;3810;5735	1666;3953;4041;6074	1782;4224;4316;6519	1782;4224;4316;6519	7	1
O15145	O15145	1	1	1	Actin-related protein 2/3 complex subunit 3	ARPC3	sp|O15145|ARPC3_HUMAN Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	1	1	1	1	7.3	7.3	7.3	20.546	178	178	0.0	7.3618	1433100	1	54	897	True	915	972	1044	1044		
O15212	O15212	4	4	4	Prefoldin subunit 6	PFDN6	sp|O15212|PFD6_HUMAN Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1	1	4	4	4	36.4	36.4	36.4	14.582	129	129	0.0	28.35	2221800	4	55	1089;1401;3000;3012	True;True;True;True	1108;1426;3055;3067	1175;1509;3254;3267	1256;1611;3485;3498	1256;1611;3485;3498		
O15260	O15260	1	1	1	Surfeit locus protein 4	SURF4	sp|O15260|SURF4_HUMAN Surfeit locus protein 4 OS=Homo sapiens OX=9606 GN=SURF4 PE=1 SV=3	1	1	1	1	4.8	4.8	4.8	30.394	269	269	0.0	8.5168	2210700	1	56	2955	True	3010	3207	3436	3436		
O15355	O15355	3	3	3	Protein phosphatase 1G	PPM1G	sp|O15355|PPM1G_HUMAN Protein phosphatase 1G OS=Homo sapiens OX=9606 GN=PPM1G PE=1 SV=1	1	3	3	3	7.3	7.3	7.3	59.271	546	546	0.0	21.723	2369300	3	57	264;1101;4145	True;True;True	267;1120;4237	280;1187;4494	297;1268;4796	297;1268;4796		
O15371	O15371	4	4	4	Eukaryotic translation initiation factor 3 subunit D	EIF3D	sp|O15371|EIF3D_HUMAN Eukaryotic translation initiation factor 3 subunit D OS=Homo sapiens OX=9606 GN=EIF3D PE=1 SV=1	1	4	4	4	9.9	9.9	9.9	63.972	548	548	0.0	26.824	4660100	4	58	2497;3101;3815;4622	True;True;True;True	2542;3157;3901;4720	2700;3358;4139;5003	2893;3592;4418;5332	2893;3592;4418;5332		
O15372	O15372	2	2	2	Eukaryotic translation initiation factor 3 subunit H	EIF3H	sp|O15372|EIF3H_HUMAN Eukaryotic translation initiation factor 3 subunit H OS=Homo sapiens OX=9606 GN=EIF3H PE=1 SV=1	1	2	2	2	7.1	7.1	7.1	39.93	352	352	0.0	12.928	1741800	2	59	3908;4216	True;True	3997;4308	4239;4568	4526;4872	4526;4872		
O15427	O15427	4	4	4	Monocarboxylate transporter 4	SLC16A3	sp|O15427|MOT4_HUMAN Monocarboxylate transporter 4 OS=Homo sapiens OX=9606 GN=SLC16A3 PE=1 SV=1	1	4	4	4	13.5	13.5	13.5	49.469	465	465	0.0	23.639	2561100	4	60	1339;1911;3197;4267	True;True;True;True	1364;1951;3254;4360	1446;2060;3463;4622	1546;2200;3707;4931	1546;2200;3707;4931		
O43143	O43143	10	10	10	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	DHX15	sp|O43143|DHX15_HUMAN ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2	1	10	10	10	16.5	16.5	16.5	90.932	795	795	0.0	62.893	7457900	11	61	347;977;1419;1493;2341;3392;4166;4486;4745;4780	True;True;True;True;True;True;True;True;True;True	350;995;1444;1520;2384;3452;4258;4584;4847;4882	373;1057;1527;1606;1607;2530;3665;4517;4859;5142;5182	397;1133;1630;1714;1715;2707;3916;4820;5183;5500;5549	397;1133;1630;1714;2707;3916;4820;5183;5500;5549		
O43148	O43148	1	1	1	mRNA cap guanine-N7 methyltransferase	RNMT	sp|O43148|MCES_HUMAN mRNA cap guanine-N7 methyltransferase OS=Homo sapiens OX=9606 GN=RNMT PE=1 SV=1	1	1	1	1	2.1	2.1	2.1	54.843	476	476	0.00163	5.9031	489920	1	62	4604	True	4702	4984	5313	5313		
O43169	O43169	3	3	3	Cytochrome b5 type B	CYB5B	sp|O43169|CYB5B_HUMAN Cytochrome b5 type B OS=Homo sapiens OX=9606 GN=CYB5B PE=1 SV=3	1	3	3	3	36.7	36.7	36.7	16.694	150	150	0.0	22.051	4364300	3	63	1306;1617;2115	True;True;True	1330;1649;2156	1412;1742;2282	1511;1861;2438	1511;1861;2438		
