Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
O60884	4	DnaJ homolog subfamily A member 2	DNAJA2	1	4	15.0	412	25.096	3800200	4	99	1405
O60888	3	Protein CutA	CUTA	1	3	33.0	179	19.619	3461300	3	100	3444
O60925	1	Prefoldin subunit 1	PFDN1	1	1	9.0	122	7.2997	809480	1	101	3458
O75083	14	WD repeat-containing protein 1	WDR1	1	14	34.2	606	91.449	14856000	14	102	214
O75131	1	Copine-3	CPNE3	1	1	1.7	537	5.8849	422930	1	103	5324
O75190	1	DnaJ homolog subfamily B member 6	DNAJB6	1	1	3.4	326	7.3376	576790	1	104	5990
O75340	2	Programmed cell death protein 6	PDCD6	1	2	11.0	191	13.839	2096200	2	105	4064
O75347	5	Tubulin-specific chaperone A	TBCA	1	5	30.6	108	30.221	5855200	5	106	916
O75351	1	Vacuolar protein sorting-associated protein 4B	VPS4B	1	1	4.3	444	7.4809	1333100	1	107	1555
O75352	1	Mannose-P-dolichol utilization defect 1 protein	MPDU1	1	1	4.0	247	5.7929	592240	1	108	3897
O75369	54	Filamin-B	FLNB	1	54	29.0	2602	323.31	86021000	53	109	208
O75390	8	Citrate synthase, mitochondrial	CS	1	8	15.7	466	49.803	9494600	8	110	319
O75400	2	Pre-mRNA-processing factor 40 homolog A	PRPF40A	1	2	2.6	957	13.121	1177700	2	111	3462
O75436	2	Vacuolar protein sorting-associated protein 26A	VPS26A	1	2	6.7	327	11.956	816950	2	112	4940
O75475	3	PC4 and SFRS1-interacting protein	PSIP1	1	3	6.4	530	20.087	1817800	3	113	859
O94905	2;2	Erlin-2;Erlin-1	ERLIN2;ERLIN1	2	2	5.6	339;348	15.65	377090	2	114	3198
O75489	1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial	NDUFS3	1	1	5.3	264	6.6195	781510	1	115	1773
O75494	1	Serine/arginine-rich splicing factor 10	SRSF10	1	1	6.1	262	6.7703	798750	1	116	6634
Q96E39	1;1;1;1	RNA binding motif protein, X-linked-like-1;RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA-binding motif protein, X-linked-like-2;RNA-binding motif protein, X-linked-like-3	RBMXL1;RBMX;RBMXL2;RBMXL3	4	1	3.6	390;391;392;1067	7.5994	1224500	1	117	2178
O75531	1	Barrier-to-autointegration factor;Barrier-to-autointegration factor, N-terminally processed	BANF1	1	1	27.0	89	8.1364	2435100	1	118	832
O75533	2	Splicing factor 3B subunit 1	SF3B1	1	2	1.8	1304	11.116	1553000	2	119	1393
O75534	3	Cold shock domain-containing protein E1	CSDE1	1	3	5.1	798	19.084	2125500	3	120	1192
O75608	1	Acyl-protein thioesterase 1	LYPLA1	1	1	4.8	230	5.7542	422760	1	121	5714
O75643	9	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	1	9	5.5	2136	56.103	6261500	8	122	237
O75694	3	Nuclear pore complex protein Nup155	NUP155	1	3	2.0	1391	19.174	1850200	3	123	2397
O75717	1	WD repeat and HMG-box DNA-binding protein 1	WDHD1	1	1	1.5	1129	6.1367	683850	1	124	5089
Q9UJS0	1;1	Calcium-binding mitochondrial carrier protein Aralar2;Calcium-binding mitochondrial carrier protein Aralar1	SLC25A13;SLC25A12	2	1	1.3	675;678	6.3072	737890	1	125	6605
O75821	3	Eukaryotic translation initiation factor 3 subunit G	EIF3G	1	3	9.1	320	19.504	2893500	3	126	1437
O75822	3	Eukaryotic translation initiation factor 3 subunit J	EIF3J	1	3	13.2	258	20.627	3279000	4	127	3249
O75844	1	CAAX prenyl protease 1 homolog	ZMPSTE24	1	1	3.4	475	5.8252	803060	1	128	4458
O75874	4	Isocitrate dehydrogenase [NADP] cytoplasmic	IDH1	1	4	8.0	414	23.63	2903800	4	129	538
O75915	2	PRA1 family protein 3	ARL6IP5	1	2	16.0	188	14.99	2237000	2	130	635
O75937	3	DnaJ homolog subfamily C member 8	DNAJC8	1	3	18.2	253	18.094	2469800	3	131	295
O75947	4	ATP synthase subunit d, mitochondrial	ATP5H	1	4	32.3	161	25.408	4198000	4	132	3450
O75964	2	ATP synthase subunit g, mitochondrial	ATP5L	1	2	21.4	103	12.104	1847700	2	133	3504
O75976	1	Carboxypeptidase D	CPD	1	1	1.6	1380	7.0431	661180	1	134	1541
O76003	8	Glutaredoxin-3	GLRX3	1	8	31.6	335	52.741	14132000	8	135	658
O76021	2	Ribosomal L1 domain-containing protein 1	RSL1D1	1	2	5.1	490	13.595	1517800	2	136	3885
O76094	3	Signal recognition particle subunit SRP72	SRP72	1	3	7.2	671	19.526	1944900	3	137	233
O94925	9	Glutaminase kidney isoform, mitochondrial	GLS	1	9	21.1	669	60.28	15414000	11	138	719
O94973	1;1	AP-2 complex subunit alpha-2;AP-2 complex subunit alpha-1	AP2A2;AP2A1	2	1	1.1	939;977	6.6052	0	1	139	2350
O95104	1;1	Splicing factor, arginine/serine-rich 15;Protein SCAF8	SCAF4;SCAF8	2	1	1.0	1147;1271	8.1007	864540	1	140	6309
O95197	1	Reticulon-3	RTN3	1	1	1.1	1032	6.8231	1348200	1	141	5764
O95202	1	LETM1 and EF-hand domain-containing protein 1, mitochondrial	LETM1	1	1	1.1	739	5.7006	654210	1	142	829
O95232	1	Luc7-like protein 3	LUC7L3	1	1	3.7	432	7.9388	657200	1	143	2882
O95292	2;1	Vesicle-associated membrane protein-associated protein B/C;Vesicle-associated membrane protein-associated protein A	VAPB;VAPA	2	2	10.7	243;249	15.483	4091600	2	144	2442
O95319	1	CUGBP Elav-like family member 2	CELF2	1	1	3.1	508	6.6251	593340	1	145	1473
O95372	1	Acyl-protein thioesterase 2	LYPLA2	1	1	11.3	231	5.8821	622130	1	146	1623
O95373	6	Importin-7	IPO7	1	6	7.3	1038	38.563	7537300	7	147	159
O95399	1	Urotensin-2	UTS2	1	1	6.5	124	6.0471	4920200	1	148	4154
O95433	6	Activator of 90 kDa heat shock protein ATPase homolog 1	AHSA1	1	6	28.1	338	38.947	5358900	6	149	78
O95456	1	Proteasome assembly chaperone 1	PSMG1	1	1	5.6	288	9.9755	912110	1	150	3556
O95470	1	Sphingosine-1-phosphate lyase 1	SGPL1	1	1	3.5	568	7.1879	715750	1	151	646
O95707	1	Ribonuclease P protein subunit p29	POP4	1	1	4.1	220	5.8122	426090	1	152	630
O95757	2	Heat shock 70 kDa protein 4L	HSPA4L	1	2	4.9	839	12.797	1585600	2	153	1564
O95777	1	U6 snRNA-associated Sm-like protein LSm8	LSM8	1	1	16.7	96	6.3847	1018300	1	154	2189
O95793	1	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	1	1	2.3	577	7.6264	481570	1	155	4407
O95816	3	BAG family molecular chaperone regulator 2	BAG2	1	3	16.1	211	18.586	2275200	3	156	1870
O95817	1	BAG family molecular chaperone regulator 3	BAG3	1	1	1.7	575	5.9005	381340	1	157	6699
O95831	1	Apoptosis-inducing factor 1, mitochondrial	AIFM1	1	1	2.1	613	5.7594	567320	1	158	323
O95881	3	Thioredoxin domain-containing protein 12	TXNDC12	1	3	22.7	172	17.896	2182300	3	159	1167
O96000	1	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10	NDUFB10	1	1	8.1	172	7.8107	962280	1	160	162
O96008	1	Mitochondrial import receptor subunit TOM40 homolog	TOMM40	1	1	3.0	361	8.2486	817690	1	161	2020
P00338	11;1;1	L-lactate dehydrogenase A chain	LDHA	3	11	44.9	332;332;332	90.552	149660000	17	162	784
P00367	2;1	Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial	GLUD1;GLUD2	2	2	6.3	558;558	13.52	1410400	2	163	274
P00387	5	NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	1	5	26.6	301	29.835	3618400	5	164	878
P00390	8	Glutathione reductase, mitochondrial	GSR	1	8	28.0	522	50.576	10873000	8	165	84
P00403	1	Cytochrome c oxidase subunit 2	MT-CO2	1	1	4.4	227	6.2735	758820	1	166	6442
P00441	3	Superoxide dismutase [Cu-Zn]	SOD1	1	3	46.1	154	22.744	10328000	3	167	841
P00491	8	Purine nucleoside phosphorylase	PNP	1	8	39.1	289	64.239	8968600	8	168	849
P00492	4	Hypoxanthine-guanine phosphoribosyltransferase	HPRT1	1	4	30.3	218	25.684	5521800	4	169	1816
P00505	9	Aspartate aminotransferase, mitochondrial	GOT2	1	9	23.5	430	56.676	9842600	8	170	502
P00533	2	Epidermal growth factor receptor	EGFR	1	2	1.4	1210	11.578	935690	1	171	1490
P00558	15;3	Phosphoglycerate kinase 1	PGK1	2	15	47.2	417;417	99.799	64345000	16	172	68
P00568	1	Adenylate kinase isoenzyme 1	AK1	1	1	6.2	194	7.5145	974610	1	173	2994
P00846	1	ATP synthase subunit a	MT-ATP6	1	1	4.4	226	5.9674	643520	1	174	3765
P01116	1;1;1	GTPase KRas;GTPase KRas, N-terminally processed;GTPase HRas;GTPase HRas, N-terminally processed;GTPase NRas	KRAS;HRAS;NRAS	3	1	13.2	189;189;189	8.335	1217300	1	175	5067
P01889	2;1;1	HLA class I histocompatibility antigen, B-7 alpha chain;HLA class I histocompatibility antigen, alpha chain E;Putative HLA class I histocompatibility antigen, alpha chain H	HLA-B;HLA-E;HLA-H	3	2	3.9	362;358;362	17.711	3732300	2	176	458
P02545	27	Prelamin-A/C;Lamin-A/C	LMNA	1	27	46.7	664	180.38	59790000	30	177	64
P02786	21	Transferrin receptor protein 1;Transferrin receptor protein 1, serum form	TFRC	1	21	33.7	760	137.53	25678000	21	178	2
P02792	1	Ferritin light chain	FTL	1	1	8.6	175	8.1932	735620	1	179	3942
P02794	3	Ferritin heavy chain;Ferritin heavy chain, N-terminally processed	FTH1	1	3	15.3	183	16.642	2421300	2	180	1477
P04040	1	Catalase	CAT	1	1	3.6	527	5.7933	779390	1	181	2447
P04075	15	Fructose-bisphosphate aldolase A	ALDOA	1	15	62.1	364	149.5	222150000	30	182	46
P04080	2	Cystatin-B	CSTB	1	2	24.5	98	13.89	3296400	2	183	5348
P04083	12	Annexin A1	ANXA1	1	12	45.1	346	95.706	62359000	14	184	67
P04179	3	Superoxide dismutase [Mn], mitochondrial	SOD2	1	3	15.8	222	21.753	10927000	4	185	269
P04181	5	Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form	OAT	1	5	16.9	439	32.114	6329700	5	186	194
P04183	2	Thymidine kinase, cytosolic	TK1	1	2	13.2	234	14.12	1251700	2	187	3401
P04350	1;0;0;0	Tubulin beta-4A chain	TUBB4A	4	1	0.0	444;444;536;451	25.469	6298600	2	188	381
P04406	12	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH	1	12	61.2	335	168.57	233850000	25	189	2072
P04439	1	HLA class I histocompatibility antigen, A-3 alpha chain	HLA-A	1	1	3.8	365	9.4294	3567200	1	190	1851
P04632	4	Calpain small subunit 1	CAPNS1	1	4	21.6	268	25.055	7084400	4	191	3065
P04637	1	Cellular tumor antigen p53	TP53	1	1	4.8	393	7.403	541750	1	192	5034
P04792	3	Heat shock protein beta-1	HSPB1	1	3	17.1	205	19.906	4914700	3	193	2457
P04843	14	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1	RPN1	1	14	31.5	607	93.674	15437000	14	194	379
P04844	7	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	RPN2	1	7	18.5	631	45.584	6329300	7	195	1304
P05023	8;3;2;1;1	Sodium/potassium-transporting ATPase subunit alpha-1	ATP1A1	5	8	9.3	1023;1013;1020;1029;1039	53.475	8399600	9	196	557
P05141	9;2	ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed	SLC25A5	2	9	19.1	298;315	57.537	31595000	8	197	65
P05161	2	Ubiquitin-like protein ISG15	ISG15	1	2	20.0	165	15.132	1529700	2	198	3514
P05198	12	Eukaryotic translation initiation factor 2 subunit 1	EIF2S1	1	12	34.9	315	76.023	10923000	12	199	799
P05362	8	Intercellular adhesion molecule 1	ICAM1	1	8	20.3	532	51.256	8718500	8	200	527
P05386	2	60S acidic ribosomal protein P1	RPLP1	1	2	51.8	114	12.768	22020000	4	201	24
P05387	6	60S acidic ribosomal protein P2	RPLP2	1	6	76.5	115	45.692	38263000	9	202	3051
P05388	8;5	60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like	RPLP0;RPLP0P6	2	8	33.4	317;317	57.943	30241000	9	203	679
P05455	9	Lupus La protein	SSB	1	9	24.0	408	61.676	17072000	11	204	749
P05556	11	Integrin beta-1	ITGB1	1	11	18.4	798	70.876	21451000	13	205	1001
P05783	16;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Keratin, type I cytoskeletal 18	KRT18	30	16	42.1	430;423;295;404;570;525;486;476;471;467;464;456;453;455;593;416;416;448;425;416;584;525;416;449;448;464;456;404;455;467	126.51	41690000	16	206	469
P06276	1	Cholinesterase	BCHE	1	1	3.3	602	6.5084	612350	1	207	1606
P06454	2	Prothymosin alpha;Prothymosin alpha, N-terminally processed;Thymosin alpha-1	PTMA	1	2	21.6	111	42.119	19351000	2	208	1685
P06493	5;1;1;1;1;1;1;1;1;1;1;1	Cyclin-dependent kinase 1	CDK1	12	5	17.2	297;292;303;326;372;435;469;474;496;523;1490;1512	32.802	4187700	5	209	3405
P06576	13	ATP synthase subunit beta, mitochondrial	ATP5B	1	13	39.7	529	104.72	36764000	19	210	216
P06703	1	Protein S100-A6	S100A6	1	1	8.9	90	7.8485	3526000	1	211	4014
P06730	3	Eukaryotic translation initiation factor 4E	EIF4E	1	3	14.7	217	17.004	2271900	3	212	2816
P06733	15;1	Alpha-enolase	ENO1	2	15	48.8	434;434	243.01	356650000	49	213	63
P06737	16;1	Glycogen phosphorylase, liver form	PYGL	2	16	21.8	847;842	106.15	23356000	20	214	442
P06744	16;1	Glucose-6-phosphate isomerase	GPI	2	16	33.9	558;739	99.007	76348000	24	215	1693
P06748	6	Nucleophosmin	NPM1	1	6	28.9	294	46.002	98330000	17	216	795
P06753	3	Tropomyosin alpha-3 chain	TPM3	1	3	8.4	285	18.644	23979000	4	217	12
Q16778	5;5;5;5;4;1;1	Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J;Histone H2B type 3-B	HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ;HIST3H2BB	7	5	7.1	126;126;126;126;126;164;193	38.052	62061000	6	218	404
P07099	3	Epoxide hydrolase 1	EPHX1	1	3	12.7	455	18.685	2098600	3	219	1976
P07108	2	Acyl-CoA-binding protein	DBI	1	2	41.4	87	15.249	6082000	2	220	4813
P07195	8	L-lactate dehydrogenase B chain	LDHB	1	8	28.4	334	47.341	32705000	8	221	1855
P07237	16	Protein disulfide-isomerase	P4HB	1	16	38.6	508	126.47	58692000	23	222	1179
P07305	1	Histone H1.0;Histone H1.0, N-terminally processed	H1F0	1	1	6.7	194	6.8447	753540	1	223	6773
P07339	2	Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain	CTSD	1	2	5.3	412	14.197	1572100	2	224	4092
P07355	18;13	Annexin A2;Putative annexin A2-like protein	ANXA2;ANXA2P2	2	18	53.7	339;339	211.07	279800000	40	225	117
P07384	9	Calpain-1 catalytic subunit	CAPN1	1	9	14.6	714	56.815	10153000	9	226	809
P07437	17	Tubulin beta chain	TUBB	1	17	16.0	444	221.8	393680000	63	227	249
