Protein IDs	Peptide counts (razor+unique)	Protein names	Gene names	Number of proteins	Razor + unique peptides	Unique sequence coverage [%]	Sequence lengths	Score	Intensity	MS/MS count	id	Best MS/MS
P03841	3	Maltose operon periplasmic protein	malM	1	3	12.1	306	7.6393	6054700	2	66	3582
P04079	29	GMP synthase [glutamine-hydrolyzing]	guaA	1	29	67.6	525	123.46	304760000	47	67	329
P04335	11	Esterase FrsA	frsA	1	11	34.5	414	41.349	39019000	12	68	2351
P04425	14	Glutathione synthetase	gshB	1	14	48.7	316	40.925	71742000	19	69	3868
P04693	7	Aromatic-amino-acid aminotransferase	tyrB	1	7	22.9	397	26.728	21282000	8	70	1069
P04805	21	Glutamate--tRNA ligase	gltX	1	21	52.0	471	83.274	288960000	32	71	1334
P04825	30	Aminopeptidase N	pepN	1	30	49.0	870	153.41	449340000	50	72	1856
P04846	6	Lipoprotein 28	nlpA	1	6	29.4	272	16.352	17790000	6	73	77
P04951	8	3-deoxy-manno-octulosonate cytidylyltransferase	kdsB	1	8	48.4	248	26.988	35900000	7	74	2417
P04968	2	L-threonine dehydratase biosynthetic IlvA	ilvA	1	2	5.8	514	7.0804	4095200	2	75	157
P04983	27	Ribose import ATP-binding protein RbsA	rbsA	1	27	61.5	501	147.3	293170000	42	76	1591
P04994	5	Exodeoxyribonuclease 7 large subunit	xseA	1	5	19.5	456	4.6228	10029000	3	77	1898
P05041	2	Aminodeoxychorismate synthase component 1	pabB	1	2	8.4	453	1.4139	783480	1	78	5826
P05042	4	Fumarate hydratase class II	fumC	1	4	12.4	467	5.0351	6599100	4	79	616
P05055	29	Polyribonucleotide nucleotidyltransferase	pnp	1	29	53.7	711	214.62	609960000	63	80	274
P05194	5	3-dehydroquinate dehydratase	aroD	1	5	26.2	252	3.6297	9195900	2	81	2064
P05458	9	Protease 3	ptrA	1	9	12.4	962	15.78	22773000	7	82	449
P05459	15	Erythronate-4-phosphate dehydrogenase	pdxB	1	15	52.6	378	57.384	130130000	19	83	381
P05523	1	Formamidopyrimidine-DNA glycosylase	mutM	1	1	4.1	269	1.7654	1786400	1	84	13154
P05637	1	Bis(5-nucleosyl)-tetraphosphatase [symmetrical]	apaH	1	1	4.3	280	4.0266	0	1	85	3894
P05707	3	Sorbitol-6-phosphate 2-dehydrogenase	srlD	1	3	13.9	259	5.5083	3964000	2	86	84
P05791	8	Dihydroxy-acid dehydratase	ilvD	1	8	17.2	616	30.999	19037000	9	87	841
P05793	13	Ketol-acid reductoisomerase	ilvC	1	13	34.2	491	48.784	57907000	16	88	965
P05804	20	Beta-glucuronidase	uidA	1	20	47.4	603	89.754	196450000	28	89	1071
P05852	6	tRNA N6-adenosine threonylcarbamoyltransferase	tsaD	1	6	22.3	337	16.708	14509000	6	90	636
P06149	18	D-lactate dehydrogenase	dld	1	18	42.6	571	64.059	67189000	17	91	3345
P06610	2	Vitamin B12 transport periplasmic protein BtuE	btuE	1	2	18.0	183	6.0484	8797800	2	92	1886
P06612	22	DNA topoisomerase 1	topA	1	22	34.9	865	75.683	131730000	27	93	374
P06616	2	GTPase Era	era	1	2	9.6	301	4.9537	2850100	1	94	6162
P06709	2	Bifunctional ligase/repressor BirA	birA	1	2	7.5	321	3.7833	1135100	2	95	11645
P06710	6	DNA polymerase III subunit tau	dnaX	1	6	8.9	643	10.178	7432400	6	96	1579
P06715	16	Glutathione reductase	gor	1	16	65.6	450	99.597	143650000	20	97	3085
P06720	18	Alpha-galactosidase	melA	1	18	55.0	451	103.55	407110000	35	98	2664
P06846	2	HTH-type transcriptional regulator EbgR	ebgR	1	2	6.7	327	3.4108	5922500	2	99	1557
P06959	30	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	aceF	1	30	60.0	630	205.6	1074600000	86	100	457
P06961	6	Multifunctional CCA protein;CCA-adding enzyme;2-nucleotidase;2,3-cyclic phosphodiesterase;Phosphatase	cca	1	6	16.3	412	12.147	12029000	6	101	2867
P06966	3	HTH-type transcriptional regulator DicA	dicA	1	3	36.3	135	3.815	8309400	3	102	10245
P06986	5	Histidinol-phosphate aminotransferase	hisC	1	5	14.6	356	6.8508	6800500	6	103	622
P06987	11	Histidine biosynthesis bifunctional protein HisB;Histidinol-phosphatase;Imidazoleglycerol-phosphate dehydratase	hisB	1	11	44.8	355	32.316	27434000	10	104	515
P06992	2	Ribosomal RNA small subunit methyltransferase A	rsmA	1	2	7.7	273	4.8819	5564000	2	105	11665
P06996	25;2;1;1;1	Outer membrane protein C	ompC	5	25	65.4	367;377;96;161;365	168.48	404650000	43	106	605
P06999	10	ATP-dependent 6-phosphofructokinase isozyme 2	pfkB	1	10	53.1	309	62.963	66978000	10	107	1064
P07000	4	Lysophospholipase L2	pldB	1	4	17.4	340	3.3037	4136600	4	108	5429
P07001	13	NAD(P) transhydrogenase subunit alpha	pntA	1	13	39.0	510	42.4	84410000	16	109	566
P07003	23	Pyruvate dehydrogenase [ubiquinone];Alpha-peptide	poxB	1	23	62.6	572	120.96	497010000	45	110	690
P07004	13	Gamma-glutamyl phosphate reductase	proA	1	13	40.3	417	58.007	68335000	14	111	1811
P07012	14	Peptide chain release factor 2	prfB	1	14	47.4	365	111.62	90252000	21	112	5398
P07014	17	Succinate dehydrogenase iron-sulfur subunit	sdhB	1	17	83.6	238	67.078	422910000	40	113	2704
P07023	3	T-protein;Chorismate mutase;Prephenate dehydrogenase	tyrA	1	3	7.2	373	4.3376	2150200	3	114	1484
P07024	19	Protein UshA;UDP-sugar hydrolase;5-nucleotidase	ushA	1	19	57.6	550	48.89	120030000	24	115	3851
P07102	13	Periplasmic AppA protein;Phosphoanhydride phosphohydrolase;4-phytase	appA	1	13	44.7	432	69.239	57428000	13	116	2256
P07118	40	Valine--tRNA ligase	valS	1	40	50.3	951	191.54	419320000	53	117	442
P07395	31	Phenylalanine--tRNA ligase beta subunit	pheT	1	31	53.7	795	153.98	321390000	42	118	338
P07604	11	Transcriptional regulatory protein TyrR	tyrR	1	11	32.0	513	30.553	25471000	10	119	872
P07639	9	3-dehydroquinate synthase	aroB	1	9	37.3	362	31.183	30929000	9	120	893
P07650	16	Thymidine phosphorylase	deoA	1	16	44.8	440	44.495	66215000	17	121	2575
P07762	10	1,4-alpha-glucan branching enzyme GlgB	glgB	1	10	17.7	728	33.431	22996000	10	122	3427
P07813	41	Leucine--tRNA ligase	leuS	1	41	59.5	860	205.4	835980000	74	123	72
P07862	4	D-alanine--D-alanine ligase B	ddlB	1	4	21.2	306	10.2	10078000	4	124	4559
P07913	9	L-threonine 3-dehydrogenase	tdh	1	9	38.7	341	28.391	95946000	12	125	504
P08142	4	Acetolactate synthase isozyme 1 large subunit	ilvB	1	4	11.2	562	12.782	9889800	5	126	607
P08192	9	Bifunctional protein FolC;Folylpolyglutamate synthase;Dihydrofolate synthase	folC	1	9	31.8	422	31.82	30829000	8	127	2095
P08194	2	Glycerol-3-phosphate transporter	glpT	1	2	2.7	452	3.4186	8421800	2	128	12872
P08200	23	Isocitrate dehydrogenase [NADP]	icd	1	23	56.5	416	100.36	1083800000	73	129	141
P08201	24	Nitrite reductase (NADH) large subunit	nirB	1	24	38.4	847	69.823	84991000	28	130	951
P08244	5	Orotidine 5-phosphate decarboxylase	pyrF	1	5	25.3	245	12.29	13925000	5	131	2698
P08245	2	Uncharacterized protein YciH	yciH	1	2	18.5	108	2.7913	2810700	2	132	3238
P08312	15	Phenylalanine--tRNA ligase alpha subunit	pheS	1	15	61.2	327	52.686	124940000	22	133	151
P08331	13	2,3-cyclic-nucleotide 2-phosphodiesterase/3-nucleotidase	cpdB	1	13	33.8	647	55.894	62147000	15	134	488
P08368	1	Transcriptional regulatory protein CreB	creB	1	1	5.7	229	1.191	2194600	1	135	1175
P08373	4	UDP-N-acetylenolpyruvoylglucosamine reductase	murB	1	4	16.4	342	8.1223	7197800	2	136	1505
P08390	3	USG-1 protein	usg	1	3	18.1	337	8.2923	4134100	3	137	2407
P08395	3	Protease 4	sppA	1	3	7.3	618	11.132	9589000	4	138	1217
P08506	17	D-alanyl-D-alanine carboxypeptidase DacC	dacC	1	17	53.0	400	91.235	318090000	25	139	1431
P08622	13	Chaperone protein DnaJ	dnaJ	1	13	34.3	376	72.193	225580000	22	140	1290
P08660	1	Lysine-sensitive aspartokinase 3	lysC	1	1	2.0	449	1.958	1283500	1	141	14998
P08839	27	Phosphoenolpyruvate-protein phosphotransferase	ptsI	1	27	56.0	575	184.96	786880000	55	142	630
P08997	30	Malate synthase A	aceB	1	30	63.4	533	241.05	2734400000	114	143	2942
P09030	9	Exodeoxyribonuclease III	xthA	1	9	35.4	268	20.304	22927000	10	144	1943
P09053	2	Valine--pyruvate aminotransferase	avtA	1	2	6.5	417	11.739	4316000	2	145	2171
P09126	3	Uroporphyrinogen-III synthase	hemD	1	3	17.5	246	6.4845	5840700	5	146	4803
P09147	7	UDP-glucose 4-epimerase	galE	1	7	32.8	338	38.779	25113000	7	147	1986
P09148	18	Galactose-1-phosphate uridylyltransferase	galT	1	18	61.5	348	64.762	345500000	36	148	2525
P09152	40;3	Respiratory nitrate reductase 1 alpha chain	narG	2	40	45.7	1247;1246	227.47	398810000	58	149	36
P09158	6	Polyamine aminopropyltransferase	speE	1	6	37.5	288	21.053	64130000	8	150	2714
P09169	10	Protease 7	ompT	1	10	38.8	317	23.965	51157000	12	151	5404
P09323	7	PTS system N-acetylglucosamine-specific EIICBA component;N-acetylglucosamine permease IIC component;N-acetylglucosamine-specific phosphotransferase enzyme IIB component;N-acetylglucosamine-specific phosphotransferase enzyme IIA component	nagE	1	7	20.8	648	24.512	53277000	10	152	1073
P09372	2	Protein GrpE	grpE	1	2	14.2	197	12.526	9086400	2	153	6094
P09373	46	Formate acetyltransferase 1	pflB	1	46	71.7	760	321.74	3321200000	179	154	736
P09391	2	Rhomboid protease GlpG	glpG	1	2	6.2	276	2.3525	0	2	155	6144
P09394	2	Glycerophosphoryl diester phosphodiesterase	glpQ	1	2	7.5	358	1.2026	222140000	2	156	20460
P09424	17	Mannitol-1-phosphate 5-dehydrogenase	mtlD	1	17	50.3	382	108.16	229400000	38	157	1421
P09546	38	Bifunctional protein PutA;Proline dehydrogenase;Delta-1-pyrroline-5-carboxylate dehydrogenase	putA	1	38	37.6	1320	171.5	348730000	46	158	152
P09549	1	Cell division protein DedD	dedD	1	1	4.5	220	2.2799	1253700	1	159	2658
P09551	15	Lysine/arginine/ornithine-binding periplasmic protein	argT	1	15	64.6	260	77.121	126930000	20	160	2736
P09831	25	Glutamate synthase [NADPH] large chain	gltB	1	25	22.5	1486	75.399	53364000	23	161	437
P09832	7;1	Glutamate synthase [NADPH] small chain	gltD	2	7	22.5	472;659	21.725	14267000	7	162	2725
P09980	4	ATP-dependent DNA helicase Rep	rep	1	4	10.3	673	7.6797	5356700	5	163	6806
P0A698	25	UvrABC system protein A	uvrA	1	25	43.9	940	89.094	117460000	31	164	24
P0A6A0	8	Probable protein kinase UbiB	ubiB	1	8	15.2	546	12.969	405500000	8	165	1868
P0A6A3	14	Acetate kinase	ackA	1	14	62.0	400	96.798	337990000	33	166	2746
P0A6A8	1	Acyl carrier protein	acpP	1	1	20.5	78	5.4364	4135400	2	167	10407
P0A6B4	1	Alanine racemase, biosynthetic	alr	1	1	5.0	359	1.4356	1035100	1	168	818
P0A6B7	14	Cysteine desulfurase IscS	iscS	1	14	42.1	404	62.434	81408000	18	169	1415
P0A6C1	3	Endonuclease 4	nfo	1	3	13.3	285	7.6065	6638500	2	170	68
P0A6D0	3	Arginine repressor	argR	1	3	44.2	156	20.804	17352000	5	171	526
P0A6D3	7	3-phosphoshikimate 1-carboxyvinyltransferase	aroA	1	7	17.6	427	14.784	16905000	7	172	1479
P0A6D7	8	Shikimate kinase 1	aroK	1	8	59.0	173	18.411	43346000	9	173	8294
P0A6E4	15	Argininosuccinate synthase	argG	1	15	50.1	447	71.732	72193000	17	174	2646
P0A6E6	3	ATP synthase epsilon chain	atpC	1	3	38.1	139	8.5411	25402000	5	175	506
P0A6E9	4	ATP-dependent dethiobiotin synthetase BioD 2	bioD2	1	4	18.6	231	14.242	17711000	4	176	1501
P0A6F1	4	Carbamoyl-phosphate synthase small chain	carA	1	4	14.1	382	8.0882	6647400	5	177	3581
P0A6F3	26	Glycerol kinase	glpK	1	26	63.5	502	143.11	441280000	44	178	383
P0A6F5	38	60 kDa chaperonin	groL	1	38	84.7	548	323.31	8987800000	287	179	280
P0A6F9	4	10 kDa chaperonin	groS	1	4	52.6	97	20.973	628810000	16	180	7112
P0A6G7	6	ATP-dependent Clp protease proteolytic subunit	clpP	1	6	36.2	207	49.868	199940000	17	181	5794
P0A6H1	12	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX	1	12	37.7	424	43.529	77564000	17	182	2081
P0A6H5	20	ATP-dependent protease ATPase subunit HslU	hslU	1	20	53.3	443	101.63	351470000	35	183	1508
P0A6H8	4	Cardiolipin synthase A	clsA	1	4	11.1	486	10.765	11398000	4	184	7155
P0A6I0	1	Cytidylate kinase	cmk	1	1	4.4	227	1.1123	1102100	1	185	5066
P0A6I3	6	Pantothenate kinase	coaA	1	6	21.8	316	9.8577	9940900	6	186	4786
P0A6I6	1	Phosphopantetheine adenylyltransferase	coaD	1	1	6.9	159	1.1079	1189400	1	187	5625
P0A6J5	15	D-amino acid dehydrogenase	dadA	1	15	59.0	432	86.99	372280000	30	188	337
P0A6J8	12	D-alanine--D-alanine ligase A	ddlA	1	12	50.0	364	23.267	47805000	15	189	5846
P0A6K1	2	Diaminopimelate epimerase	dapF	1	2	13.9	274	3.838	4826800	2	190	7926
P0A6K3	6	Peptide deformylase	def	1	6	38.5	169	24.224	41652000	6	191	11145
P0A6K6	17	Phosphopentomutase	deoB	1	17	64.6	407	61.776	146520000	21	192	1007
P0A6L0	7	Deoxyribose-phosphate aldolase	deoC	1	7	41.7	259	79.015	60972000	10	193	136
P0A6L2	7	4-hydroxy-tetrahydrodipicolinate synthase	dapA	1	7	38.7	292	50.883	90484000	11	194	1050
P0A6L4	3	N-acetylneuraminate lyase	nanA	1	3	12.1	297	2.1689	5037200	4	195	1318
P0A6M2	1	Disulfide bond formation protein B	dsbB	1	1	5.1	176	2.0102	1659300	1	196	6324
P0A6M4	1	D-aminoacyl-tRNA deacylase	dtd	1	1	7.6	145	4.5916	6253100	1	197	482
P0A6M8	39	Elongation factor G	fusA	1	39	72.2	704	323.31	5049700000	191	198	746
P0A6N4	3	Elongation factor P	efp	1	3	17.0	188	16.947	135660000	7	199	6951
P0A6N8	4	Elongation factor P-like protein	yeiP	1	4	29.5	190	14.792	47932000	5	200	3341
P0A6P1	19	Elongation factor Ts	tsf	1	19	70.7	283	121.6	982370000	49	201	541
P0A6P5	15	GTPase Der	der	1	15	36.9	490	40.448	91255000	19	202	883
P0A6P7	9	Probable GTP-binding protein EngB	engB	1	9	46.2	210	42.416	67210000	9	203	1400
P0A6P9	22	Enolase	eno	1	22	75.2	432	323.31	8781000000	204	204	125
P0A6Q3	8	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase	fabA	1	8	46.5	172	31.216	344990000	16	205	1416
P0A6Q6	8	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	fabZ	1	8	54.3	151	38.855	150020000	17	206	6126
P0A6R0	10	3-oxoacyl-[acyl-carrier-protein] synthase 3	fabH	1	10	57.4	317	48.136	106240000	15	207	1106
P0A6R3	1	DNA-binding protein Fis	fis	1	1	23.5	98	22.37	20560000	1	208	21166
P0A6S7	8	Glycerol-3-phosphate dehydrogenase [NAD(P)+]	gpsA	1	8	30.7	339	29.552	62541000	9	209	4116
P0A6T1	33	Glucose-6-phosphate isomerase	pgi	1	33	65.2	549	256.71	1313700000	91	210	1220
P0A6T5	3	GTP cyclohydrolase 1	folE	1	3	18.9	222	6.4798	5539700	2	211	2940
P0A6U3	3	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	mnmG	1	3	7.9	629	1.6579	3706900	2	212	2560
P0A6U8	10	Glycogen synthase	glgA	1	10	23.5	477	25.652	56785000	13	213	898
P0A6V1	7	Glucose-1-phosphate adenylyltransferase	glgC	1	7	27.4	431	33.634	40858000	7	214	1814
P0A6V8	10	Glucokinase	glk	1	10	38.3	321	31.259	145300000	14	215	1596
P0A6W3	1	Phospho-N-acetylmuramoyl-pentapeptide-transferase	mraY	1	1	2.2	360	1.4951	2702700	1	216	13173
P0A6W5	4	Transcription elongation factor GreA	greA	1	4	27.8	158	8.1314	7017600	4	217	13114
P0A6W9	12	Glutamate--cysteine ligase	gshA	1	12	36.9	518	48.92	77539000	16	218	617
P0A6X3	4	RNA-binding protein Hfq	hfq	1	4	29.4	102	14.982	32013000	5	219	1258
P0A6X7	6	Integration host factor subunit alpha	ihfA	1	6	52.5	99	22.814	337630000	21	220	577
P0A6Y1	3	Integration host factor subunit beta	ihfB	1	3	38.3	94	15.908	234150000	13	221	5154
P0A6Y8	38	Chaperone protein DnaK	dnaK	1	38	65.7	638	323.31	1355200000	100	222	1261
P0A6Z1	8	Chaperone protein HscA	hscA	1	8	21.9	616	10.854	12962000	8	223	1504
P0A6Z3	40	Chaperone protein HtpG	htpG	1	40	68.3	624	218.68	1058200000	74	224	106
P0A705	35	Translation initiation factor IF-2	infB	1	35	52.1	890	173.75	785880000	63	225	190
P0A707	9	Translation initiation factor IF-3;Translation initiation factor IF-3, N-terminally processed;Translation initiation factor IF-3S	infC	1	9	56.1	180	77.95	661700000	30	226	501
P0A715	14	2-dehydro-3-deoxyphosphooctonate aldolase	kdsA	1	14	59.5	284	42.862	238360000	21	227	900
P0A717	14	Ribose-phosphate pyrophosphokinase	prs	1	14	56.2	315	112.75	352620000	31	228	1844
P0A720	1	Thymidylate kinase	tmk	1	1	8.9	213	3.9723	931120	1	229	17464
P0A722	6	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	lpxA	1	6	26.3	262	34.2	44848000	7	230	697
P0A725	9	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase	lpxC	1	9	28.5	305	14.496	51950000	8	231	3354
P0A729	4	Maf-like protein YceF	yceF	1	4	35.6	194	30.721	63990000	5	232	12264
P0A731	1	Methylglyoxal synthase	mgsA	1	1	14.5	152	7.2399	15490000	2	233	8830
P0A734	4	Cell division topological specificity factor	minE	1	4	51.1	88	8.8283	5708300	4	234	1470
P0A742	2	Large-conductance mechanosensitive channel	mscL	1	2	19.9	136	6.46	17550000	2	235	4405
P0A744	3	Peptide methionine sulfoxide reductase MsrA	msrA	1	3	31.1	212	18.074	20848000	3	236	8646
P0A749	10	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	murA	1	10	30.8	419	22.975	37540000	11	237	1393
P0A759	9	Glucosamine-6-phosphate deaminase	nagB	1	9	64.3	266	57.269	94050000	12	238	1172
P0A761	6	Putative N-acetylmannosamine-6-phosphate 2-epimerase	nanE	1	6	34.9	229	13.619	18946000	6	239	2566
P0A763	7	Nucleoside diphosphate kinase	ndk	1	7	64.3	143	37.321	107370000	10	240	452
P0A776	1	RNA pyrophosphohydrolase	rppH	1	1	5.7	176	1.4823	0	2	241	4947
P0A780	6	N utilization substance protein B	nusB	1	6	48.9	139	14.351	67427000	7	242	3940
P0A786	2	Aspartate carbamoyltransferase catalytic chain	pyrB	1	2	15.4	311	3.3606	3154300	2	243	11486
P0A794	4	Pyridoxine 5-phosphate synthase	pdxJ	1	4	26.7	243	12.476	11477000	3	244	259
P0A796	16	ATP-dependent 6-phosphofructokinase isozyme 1	pfkA	1	16	62.8	320	87.737	615780000	45	245	2279
P0A799	34	Phosphoglycerate kinase	pgk	1	34	88.6	387	323.31	10989000000	221	246	346
P0A7A2	3	Probable phosphoglycerate mutase GpmB	gpmB	1	3	16.7	215	6.1754	6546000	2	247	4959
P0A7A5	3	Protein-L-isoaspartate O-methyltransferase	pcm	1	3	20.7	208	21.091	8322100	5	248	1950
P0A7A7	22	Glycerol-3-phosphate acyltransferase	plsB	1	22	39.4	807	64.261	124260000	25	249	401
P0A7A9	11	Inorganic pyrophosphatase	ppa	1	11	54.0	176	40.496	806840000	30	250	546
P0A7B1	15	Polyphosphate kinase	ppk	1	15	26.9	688	53.688	43202000	15	251	3091
P0A7B3	1	NAD kinase	nadK	1	1	3.8	292	1.1179	1371300	0	252	15655
P0A7B5	9	Glutamate 5-kinase	proB	1	9	37.6	367	23.869	33760000	11	253	1016
P0A7B8	1	ATP-dependent protease subunit HslV	hslV	1	1	6.2	176	3.574	13966000	1	254	1476
P0A7C2	6	LexA repressor	lexA	1	6	49.5	202	21.346	28924000	8	255	3364
P0A7C6	1	Peptidase E	pepE	1	1	4.8	229	1.5838	913690	1	256	7650
P0A7D1	7	Peptidyl-tRNA hydrolase	pth	1	7	48.5	194	19.637	27706000	6	257	2342
P0A7D4	22	Adenylosuccinate synthetase	purA	1	22	68.8	432	137.95	560380000	45	258	2524
P0A7D7	9	Phosphoribosylaminoimidazole-succinocarboxamide synthase	purC	1	9	43.0	237	31.963	12418000	10	259	6298
P0A7E1	7	Dihydroorotate dehydrogenase (quinone)	pyrD	1	7	26.2	336	17.508	18238000	7	260	1006
P0A7E3	8	Orotate phosphoribosyltransferase	pyrE	1	8	50.2	213	13.065	38153000	8	261	3278
P0A7E5	22	CTP synthase	pyrG	1	22	50.3	545	92.362	217720000	25	262	3171
P0A7E9	7	Uridylate kinase	pyrH	1	7	46.9	241	45.257	52572000	10	263	3746
P0A7F3	1	Aspartate carbamoyltransferase regulatory chain	pyrI	1	1	9.8	153	1.7191	60782000	3	264	10366
P0A7F6	2	S-adenosylmethionine decarboxylase proenzyme;S-adenosylmethionine decarboxylase beta chain;S-adenosylmethionine decarboxylase alpha chain	speD	1	2	9.1	264	4.6867	3020400	2	265	3249
P0A7F9	3	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	queA	1	3	16.6	356	4.6517	7234000	2	266	20110
